,business_id,name,address,state,city,stars,postal_code,review_count,attributes,categories,hours,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsAttire,RestaurantsPriceRange2,RestaurantsReservations,NoiseLevel,HasTV,BikeParking,RestaurantsDelivery,GoodForKids,OutdoorSeating,RestaurantsTableService,RestaurantsGoodForGroups,WiFi,Ambience,DogsAllowed,BusinessAcceptsBitcoin,Alcohol,WheelchairAccessible,Caters,GoodForMeal,BusinessParking,BYOBCorkage,HappyHour,BYOB,DriveThru,ByAppointmentOnly,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,RestaurantsCounterService,DietaryRestrictions,Open24Hours,garage,street,validated,lot,valet
80328,j9Z4KiUuD8X-xdtICOGvwA,Joseph Andrew's Grill & Food Service,420 14th St NW,GA,Atlanta,4.0,30318,29,"{'RestaurantsTableService': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Mexican, Food, Barbeque, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,'casual',1,False,u'quiet',True,,False,True,False,False,True,u'free',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'none',,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
80422,8SXt8YR7casNDLLPQBSzgQ,Chief's BBQ,"7811 S 1st St, Ste 104",TX,Austin,3.5,78745,130,"{'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'DriveThru': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","Barbeque, Sandwiches, Burgers, American (Traditional), Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:0'}",True,True,'casual',1,False,u'average',True,True,True,True,True,,False,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,,'none',,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,False,,,,,,,,,,,False,False,False,True,False
80466,ypnN26aGP11DFJh5bZhX_A,Hoppy's Barbeque,38 Forest St,MA,Peabody,4.5,1960,41,"{'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False'}","Specialty Food, Event Planning & Services, Restaurants, Food, Caterers, Barbeque","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",True,True,u'casual',2,False,u'quiet',True,True,False,True,False,False,True,u'free',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,False,u'none',True,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
80713,TqSw_LMOgsSmGh852ngh1w,Harold's Barbeque,171 McDonough Blvd,GA,Atlanta,3.0,30315,51,"{'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'Corkage': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'BYOBCorkage': ""'yes_free'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False'}","Barbeque, Restaurants","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-19:30'}",True,True,'casual',1,False,u'quiet',False,,False,True,False,,True,u'no',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'none',,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'yes_free',,,,,False,,,,,,,,,False,False,False,True,False
80754,OUe8zhq-BNWzZF8181QIyg,Taquizas Mariana,,TX,Austin,4.5,73301,7,"{'RestaurantsTakeOut': 'False', 'Caters': 'False'}","Restaurants, Tacos, Caterers, Event Planning & Services, Mexican, Barbeque","{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
80854,#NAME?,Peckinpah,2 Water Street,BC,Vancouver,3.5,V6B 1B2,259,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True'}","Restaurants, Barbeque","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-23:0'}",True,,u'casual',2,False,u'average',True,True,True,False,True,,False,u'no',"{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,,u'full_bar',,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
80984,bAowf0cC1yY9naqNHt9peQ,King of Wings,181 Washington Ave,MA,Chelsea,2.5,2150,13,"{'GoodForKids': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True'}","Burgers, Chicken Wings, Restaurants, Barbeque","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",True,True,'casual',2,False,u'average',True,True,True,True,False,,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,'none',,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
80985,gSqfBAXRv0nqTjCuBBaa6Q,Hulun Beir Mongolian Food,7 Holland St,MA,Somerville,3.5,2144,42,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'""}","Barbeque, Chinese, Mongolian, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,2,True,u'average',True,,None,True,False,,True,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
81023,p2eCcV4xrhjvEASADiLFQg,Yummy Dogs,475 S Volusia Ave,FL,Orange City,4.5,32763,60,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Hot Dogs, Food, Barbeque, Ice Cream & Frozen Yogurt","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-19:0'}",True,True,'casual',1,False,u'average',True,True,False,True,False,True,False,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,,,,
81187,tAkq4ZXg4IrHEaP8lLfmSw,Brisket Boy's Bar-B-Q,1104 E 6th St,TX,Austin,4.5,78702,62,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True'}","Food Trucks, Food, Barbeque, Restaurants","{'Thursday': '19:0-22:0', 'Friday': '19:0-22:0', 'Saturday': '19:0-22:0'}",True,True,u'casual',1,False,'average',False,True,False,True,True,,True,u'no',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,False,u'none',,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
81364,Xz-tXfqDwjlHyyec_rnxnQ,The Greater Good Barbecue,4431 Hugh Howell Rd,GA,Tucker,3.5,30084,218,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True'}","Restaurants, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",True,True,u'casual',2,False,u'average',True,True,False,True,True,,True,u'free',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'beer_and_wine',,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,False,,,,,,,,,,False,False,False,True,False
81415,cLSF8urcVUUNYcA84fwIvw,Namu Korean & Hawaiian,4290 SE Belmont St,OR,Portland,3.5,97215,120,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}","Restaurants, Food Stands, Hawaiian, Korean, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,u'casual',1,False,u'average',False,True,False,True,True,,True,'no',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'none',,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
81507,xRnhBtG63UNqQaC7wJUUZA,4 Rivers Smokehouse,11764 University Blvd,FL,Orlando,4.0,32817,381,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Food, Restaurants, Caterers, Event Planning & Services, Smokehouse, Desserts, Southern, Barbeque","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",True,True,'casual',2,False,u'average',True,True,True,True,True,False,True,'free',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,u'beer_and_wine',True,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,False,,True,,,,,,,,,,,False,True,False,True,False
81510,Wm1Nhcrx8-6KUUr1rwrJwA,Legacy Smokehouse,340 Greenlawn Ave,OH,Columbus,4.5,43223,88,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'None', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'""}","Barbeque, Bars, Food Trucks, Food, Nightlife, Smokehouse, Restaurants",,True,True,u'casual',2,False,,True,True,None,True,True,False,True,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,u'full_bar',True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,,,,,,,False,False,False,True,False
